Move,Link,Pokemon
Telekinesis,/attackdex-sm/telekinesis.shtml,"['Kadabra', 'Alakazam', 'Latios', 'Munna', 'Gothita', 'Gothorita', 'Gothitelle', 'Raichu', 'Clefairy', 'Clefable', 'Jigglypuff', 'Wigglytuff', 'Psyduck', 'Golduck', 'Abra', 'Slowpoke', 'Slowbro', 'Gastly', 'Haunter', 'Gengar', 'Drowzee', 'Hypno', 'Electrode', 'Exeggcute', 'Exeggutor', 'Chansey', 'Starmie', 'Mr. Mime', 'Jynx', 'Porygon', 'Mewtwo', 'Mew', 'Cleffa', 'Togepi', 'Togetic', 'Natu', 'Xatu', 'Espeon', 'Slowking', 'Misdreavus', 'Girafarig', 'Forretress', 'Porygon2', 'Blissey', 'Lugia', 'Celebi', 'Ralts', 'Kirlia', 'Gardevoir', 'Shedinja', 'Sableye', 'Meditite', 'Medicham', 'Spoink', 'Grumpig', 'Lunatone', 'Solrock', 'Baltoy', 'Claydol', 'Shuppet', 'Banette', 'Duskull', 'Dusclops', 'Chimecho', 'Metang', 'Metagross', 'Latias', 'Jirachi', 'Deoxys', 'Wormadam', 'Drifloon', 'Drifblim', 'Mismagius', 'Chingling', 'Bronzor', 'Bronzong', 'Mime Jr.', 'Spiritomb', 'Togekiss', 'Porygon-Z', 'Gallade', 'Probopass', 'Dusknoir', 'Froslass', 'Rotom', 'Uxie', 'Mesprit', 'Azelf', 'Giratina', 'Cresselia', 'Arceus', 'Victini', 'Musharna', 'Woobat', 'Swoobat', 'Audino', 'Sigilyph', 'Yamask', 'Cofagrigus', 'Solosis', 'Duosion', 'Reuniclus', 'Klink', 'Klang', 'Klinklang', 'Elgyem', 'Beheeyem', 'Litwick', 'Lampent', 'Chandelure', 'Golett', 'Golurk', 'Meloetta', 'Genesect', 'Braixen', 'Delphox', 'Espurr', 'Meowstic', 'Spritzee', 'Aromatisse', 'Inkay', 'Malamar', 'Sylveon', 'Carbink', 'Phantump', 'Trevenant', 'Pumpkaboo', 'Gourgeist', 'Diancie', 'Hoopa', 'Cutiefly', 'Ribombee', 'Comfey', 'Oranguru', 'Minior', 'Mimikyu', 'Bruxish', 'Dhelmise', 'Tapu Koko', 'Tapu Lele', 'Tapu Bulu', 'Tapu Fini', 'Lunala', 'Nihilego', 'Necrozma', 'Stakataka']"
Teleport,/attackdex-sm/teleport.shtml,"['Abra', 'Kadabra', 'Alakazam', 'Mewtwo', 'Natu', 'Xatu', 'Ralts', 'Kirlia', 'Gardevoir', 'Claydol', 'Deoxys', 'Gallade', 'Cosmog', 'Cosmoem', 'Solgaleo', 'Lunala', 'Butterfree', 'Raichu', 'Clefairy', 'Clefable', 'Jigglypuff', 'Wigglytuff', 'Venomoth', 'Arcanine', 'Slowpoke', 'Slowbro', 'Magnemite', 'Magneton', 'Shellder', 'Cloyster', 'Drowzee', 'Hypno', 'Voltorb', 'Electrode', 'Exeggcute', 'Exeggutor', 'Chansey', 'Staryu', 'Starmie', 'Mr. Mime', 'Jynx', 'Electabuzz', 'Magmar', 'Porygon', 'Mew', 'Elgyem', 'Beheeyem']"
Thief,/attackdex-sm/thief.shtml,"['Mightyena', 'Kecleon', 'Butterfree', 'Beedrill', 'Pidgey', 'Pidgeotto', 'Pidgeot', 'Rattata', 'Raticate', 'Spearow', 'Fearow', 'Ekans', 'Arbok', 'Raichu', 'Sandshrew', 'Sandslash', 'Nidoran♀', 'Nidorina', 'Nidoqueen', 'Nidoran♂', 'Nidorino', 'Nidoking', 'Zubat', 'Golbat', 'Paras', 'Parasect', 'Venonat', 'Venomoth', 'Diglett', 'Dugtrio', 'Meowth', 'Persian', 'Mankey', 'Primeape', 'Growlithe', 'Arcanine', 'Poliwag', 'Poliwhirl', 'Poliwrath', 'Abra', 'Kadabra', 'Alakazam', 'Machop', 'Machoke', 'Machamp', 'Bellsprout', 'Weepinbell', 'Victreebel', 'Tentacool', 'Tentacruel', ""Farfetch'd"", 'Doduo', 'Dodrio', 'Seel', 'Dewgong', 'Grimer', 'Muk', 'Gastly', 'Haunter', 'Gengar', 'Drowzee', 'Hypno', 'Krabby', 'Kingler', 'Voltorb', 'Electrode', 'Exeggcute', 'Exeggutor', 'Cubone', 'Marowak', 'Hitmonlee', 'Hitmonchan', 'Lickitung', 'Koffing', 'Weezing', 'Rhyhorn', 'Rhydon', 'Tangela', 'Kangaskhan', 'Mr. Mime', 'Scyther', 'Jynx', 'Electabuzz', 'Magmar', 'Pinsir', 'Porygon', 'Omanyte', 'Omastar', 'Kabuto', 'Kabutops', 'Aerodactyl', 'Mew', 'Sentret', 'Furret', 'Hoothoot', 'Noctowl', 'Ledyba', 'Ledian', 'Spinarak', 'Ariados', 'Crobat', 'Natu', 'Xatu', 'Sudowoodo', 'Politoed', 'Aipom', 'Yanma', 'Quagsire', 'Murkrow', 'Misdreavus', 'Girafarig', 'Dunsparce', 'Gligar', 'Snubbull', 'Granbull', 'Scizor', 'Heracross', 'Sneasel', 'Teddiursa', 'Ursaring', 'Remoraid', 'Octillery', 'Delibird', 'Skarmory', 'Houndour', 'Houndoom', 'Porygon2', 'Stantler', 'Tyrogue', 'Hitmontop', 'Smoochum', 'Elekid', 'Magby', 'Poochyena', 'Zigzagoon', 'Linoone', 'Beautifly', 'Dustox', 'Lotad', 'Lombre', 'Ludicolo', 'Nuzleaf', 'Shiftry', 'Taillow', 'Swellow', 'Wingull', 'Pelipper', 'Ralts', 'Kirlia', 'Gardevoir', 'Surskit', 'Masquerain', 'Ninjask', 'Shedinja', 'Sableye', 'Electrike', 'Manectric', 'Volbeat', 'Illumise', 'Carvanha', 'Sharpedo', 'Spoink', 'Grumpig', 'Spinda', 'Swablu', 'Altaria', 'Zangoose', 'Seviper', 'Castform', 'Shuppet', 'Banette', 'Duskull', 'Dusclops', 'Absol', 'Starly', 'Staravia', 'Staraptor', 'Bidoof', 'Bibarel', 'Shinx', 'Luxio', 'Luxray', 'Cranidos', 'Rampardos', 'Wormadam', 'Mothim', 'Vespiquen', 'Ambipom', 'Drifloon', 'Drifblim', 'Mismagius', 'Honchkrow', 'Glameow', 'Purugly', 'Stunky', 'Skuntank', 'Bonsly', 'Mime Jr.', 'Chatot', 'Spiritomb', 'Skorupi', 'Drapion', 'Croagunk', 'Toxicroak', 'Carnivine', 'Weavile', 'Lickilicky', 'Rhyperior', 'Tangrowth', 'Electivire', 'Magmortar', 'Yanmega', 'Gliscor', 'Porygon-Z', 'Gallade', 'Dusknoir', 'Rotom', 'Darkrai', 'Purrloin', 'Liepard', 'Pansage', 'Simisage', 'Pansear', 'Simisear', 'Panpour', 'Simipour', 'Woobat', 'Swoobat', 'Whimsicott', 'Sandile', 'Krokorok', 'Krookodile', 'Darumaka', 'Darmanitan', 'Scrafty', 'Sigilyph', 'Yamask', 'Cofagrigus', 'Trubbish', 'Garbodor', 'Zorua', 'Zoroark', 'Minccino', 'Cinccino', 'Gothita', 'Gothorita', 'Gothitelle', 'Joltik', 'Galvantula', 'Elgyem', 'Beheeyem', 'Litwick', 'Lampent', 'Chandelure', 'Golett', 'Golurk', 'Pawniard', 'Bisharp', 'Vullaby', 'Mandibuzz', 'Heatmor', 'Deino', 'Zweilous', 'Hydreigon', 'Tornadus', 'Thundurus', 'Fennekin', 'Braixen', 'Delphox', 'Froakie', 'Frogadier', 'Greninja', 'Bunnelby', 'Diggersby', 'Fletchling', 'Fletchinder', 'Talonflame', 'Vivillon', 'Litleo', 'Pyroar', 'Pangoro', 'Swirlix', 'Slurpuff', 'Inkay', 'Malamar', 'Binacle', 'Barbaracle', 'Dedenne', 'Klefki', 'Phantump', 'Trevenant', 'Pumpkaboo', 'Gourgeist', 'Noibat', 'Noivern', 'Yveltal', 'Hoopa', 'Pikipek', 'Trumbeak', 'Toucannon', 'Yungoos', 'Gumshoos', 'Crabrawler', 'Crabominable', 'Cutiefly', 'Ribombee', 'Salandit', 'Salazzle', 'Comfey', 'Passimian', 'Togedemaru', 'Mimikyu', 'Dhelmise', 'Tapu Koko', 'Tapu Lele', 'Guzzlord', 'Necrozma', 'Marshadow', 'Naganadel', 'Blacephalon']"
Thousand Arrows,/attackdex-sm/thousandarrows.shtml,['Zygarde']
Thousand Waves,/attackdex-sm/thousandwaves.shtml,['Zygarde']
Thrash,/attackdex-sm/thrash.shtml,"['Nidoking', 'Mankey', 'Primeape', 'Doduo', 'Dodrio', 'Cubone', 'Marowak', 'Lickitung', 'Pinsir', 'Tauros', 'Gyarados', 'Totodile', 'Croconaw', 'Feraligatr', 'Teddiursa', 'Ursaring', 'Piloswine', 'Larvitar', 'Pupitar', 'Tyranitar', 'Spinda', 'Whiscash', 'Mamoswine', 'Blitzle', 'Zebstrika', 'Basculin', 'Sandile', 'Krokorok', 'Darumaka', 'Darmanitan', 'Archen', 'Archeops', 'Eelektrik', 'Eelektross', 'Cubchoo', 'Beartic', 'Bouffalant', 'Rufflet', 'Braviary', 'Larvesta', 'Volcarona', 'Tornadus', 'Thundurus', 'Tyrunt', 'Tyrantrum', 'Litten', 'Torracat', 'Incineroar', 'Yungoos', 'Gumshoos', 'Lycanroc', 'Stufful', 'Bewear', 'Passimian', 'Komala', 'Guzzlord', 'Diglett', 'Dugtrio', 'Growlithe', 'Arcanine', 'Ponyta', 'Rapidash', 'Cyndaquil', 'Quilava', 'Typhlosion', 'Stantler', 'Carvanha', 'Sharpedo', 'Wailmer', 'Wailord', 'Barboach', 'Bagon', 'Shelgon', 'Salamence', 'Turtwig', 'Grotle', 'Torterra', 'Cranidos', 'Rampardos', 'Gible', 'Gabite', 'Garchomp', 'Lickilicky', 'Tepig', 'Pignite', 'Emboar', 'Rockruff']"
Throat Chop,/attackdex-sm/throatchop.shtml,"['Incineroar', 'Sneasel', 'Weavile', 'Beedrill', 'Raticate', 'Fearow', 'Arbok', 'Sandshrew', 'Sandslash', 'Nidoqueen', 'Nidoking', 'Parasect', 'Meowth', 'Persian', 'Primeape', 'Poliwrath', 'Machamp', 'Rapidash', ""Farfetch'd"", 'Marowak', 'Hitmonchan', 'Goldeen', 'Seaking', 'Pinsir', 'Mew', 'Typhlosion', 'Ariados', 'Umbreon', 'Gligar', 'Qwilfish', 'Heracross', 'Ursaring', 'Corsola', 'Houndoom', 'Stantler', 'Raikou', 'Sceptile', 'Mightyena', 'Linoone', 'Shiftry', 'Hariyama', 'Vibrava', 'Flygon', 'Zangoose', 'Seviper', 'Banette', 'Absol', 'Deoxys', 'Empoleon', 'Kricketune', 'Luxray', 'Purugly', 'Stunky', 'Skuntank', 'Drapion', 'Toxicroak', 'Carnivine', 'Gliscor', 'Gallade', 'Darkrai', 'Liepard', 'Simisage', 'Simisear', 'Simipour', 'Gigalith', 'Audino', 'Sawk', 'Leavanny', 'Scolipede', 'Krookodile', 'Maractus', 'Scrafty', 'Zoroark', 'Galvantula', 'Eelektrik', 'Eelektross', 'Beartic', 'Bisharp', 'Heatmor', 'Hydreigon', 'Pangoro', 'Malamar', 'Hawlucha', 'Hoopa', 'Lycanroc', 'Golisopod', 'Pheromosa', 'Marshadow', 'Naganadel', 'Zeraora']"
Thunder,/attackdex-sm/thunder.shtml,"['Pikachu', 'Magnemite', 'Magneton', 'Electabuzz', 'Jolteon', 'Zapdos', 'Mareep', 'Flaaffy', 'Ampharos', 'Elekid', 'Raikou', 'Electrike', 'Manectric', 'Plusle', 'Minun', 'Electivire', 'Thundurus', 'Zekrom', 'Heliolisk', 'Dedenne', 'Rattata', 'Raticate', 'Raichu', 'Nidoran♀', 'Nidorina', 'Nidoqueen', 'Nidoran♂', 'Nidorino', 'Nidoking', 'Clefairy', 'Clefable', 'Jigglypuff', 'Wigglytuff', 'Meowth', 'Persian', 'Mankey', 'Primeape', 'Geodude', 'Graveler', 'Golem', 'Grimer', 'Muk', 'Gengar', 'Voltorb', 'Electrode', 'Marowak', 'Lickitung', 'Koffing', 'Weezing', 'Rhyhorn', 'Rhydon', 'Chansey', 'Kangaskhan', 'Staryu', 'Starmie', 'Mr. Mime', 'Tauros', 'Gyarados', 'Lapras', 'Porygon', 'Snorlax', 'Dratini', 'Dragonair', 'Dragonite', 'Mewtwo', 'Mew', 'Furret', 'Chinchou', 'Lanturn', 'Pichu', 'Aipom', 'Misdreavus', 'Girafarig', 'Dunsparce', 'Snubbull', 'Granbull', 'Porygon2', 'Stantler', 'Miltank', 'Blissey', 'Tyranitar', 'Lugia', 'Ho-Oh', 'Zigzagoon', 'Linoone', 'Slakoth', 'Vigoroth', 'Slaking', 'Nosepass', 'Skitty', 'Delcatty', 'Aggron', 'Volbeat', 'Illumise', 'Zangoose', 'Castform', 'Kecleon', 'Shuppet', 'Banette', 'Absol', 'Regirock', 'Regice', 'Registeel', 'Latias', 'Latios', 'Kyogre', 'Groudon', 'Rayquaza', 'Jirachi', 'Deoxys', 'Bidoof', 'Bibarel', 'Shinx', 'Luxio', 'Luxray', 'Cranidos', 'Rampardos', 'Shieldon', 'Bastiodon', 'Pachirisu', 'Ambipom', 'Drifloon', 'Drifblim', 'Lopunny', 'Mismagius', 'Glameow', 'Purugly', 'Mime Jr.', 'Munchlax', 'Magnezone', 'Lickilicky', 'Rhyperior', 'Porygon-Z', 'Probopass', 'Froslass', 'Rotom', 'Uxie', 'Mesprit', 'Azelf', 'Dialga', 'Palkia', 'Regigigas', 'Giratina', 'Darkrai', 'Arceus', 'Victini', 'Watchog', 'Stoutland', 'Blitzle', 'Zebstrika', 'Audino', 'Cinccino', 'Solosis', 'Duosion', 'Reuniclus', 'Emolga', 'Galvantula', 'Ferrothorn', 'Klinklang', 'Eelektrik', 'Eelektross', 'Stunfisk', 'Meloetta', 'Genesect', 'Aromatisse', 'Dragalge', 'Helioptile', 'Aurorus', 'Goodra', 'Xerneas', 'Vikavolt', 'Oranguru', 'Togedemaru', 'Mimikyu', 'Drampa', 'Tapu Koko', 'Tapu Lele', 'Solgaleo', 'Lunala', 'Nihilego', 'Xurkitree', 'Zeraora', 'Gastly', 'Haunter', 'Melmetal']"
Thunder Fang,/attackdex-sm/thunderfang.shtml,"['Arbok', 'Arcanine', 'Jolteon', 'Aerodactyl', 'Steelix', 'Snubbull', 'Granbull', 'Houndoom', 'Donphan', 'Raikou', 'Tyranitar', 'Mightyena', 'Exploud', 'Electrike', 'Manectric', 'Salamence', 'Shinx', 'Luxio', 'Luxray', 'Hippowdon', 'Drapion', 'Gliscor', 'Stoutland', 'Zekrom', 'Silvally', 'Rhyhorn', 'Rhydon', 'Houndour', 'Poochyena', 'Mawile', 'Rhyperior', 'Lillipup', 'Herdier', 'Sandile', 'Krokorok', 'Krookodile', 'Druddigon', 'Durant', 'Deino', 'Zweilous', 'Hydreigon', 'Tyrunt', 'Tyrantrum', 'Yungoos', 'Gumshoos', 'Rockruff', 'Lycanroc']"
Thunder Punch,/attackdex-sm/thunderpunch.shtml,"['Raichu', 'Geodude', 'Graveler', 'Golem', 'Hitmonchan', 'Electabuzz', 'Dragonite', 'Ampharos', 'Elekid', 'Medicham', 'Dusclops', 'Electivire', 'Magmortar', 'Dusknoir', 'Regigigas', 'Buzzwole', 'Xurkitree', 'Marshadow', 'Zeraora', 'Melmetal', 'Charmander', 'Charmeleon', 'Charizard', 'Pikachu', 'Nidoqueen', 'Nidoking', 'Clefairy', 'Clefable', 'Jigglypuff', 'Wigglytuff', 'Mankey', 'Primeape', 'Abra', 'Kadabra', 'Alakazam', 'Machop', 'Machoke', 'Machamp', 'Grimer', 'Muk', 'Gastly', 'Haunter', 'Gengar', 'Drowzee', 'Hypno', 'Cubone', 'Marowak', 'Lickitung', 'Rhydon', 'Chansey', 'Kangaskhan', 'Mr. Mime', 'Magmar', 'Snorlax', 'Mewtwo', 'Mew', 'Pichu', 'Magby', 'Meditite', 'Chimchar', 'Monferno', 'Infernape', 'Buneary', 'Lopunny', 'Scraggy', 'Scrafty', 'Stufful', 'Bewear', 'Typhlosion', 'Sentret', 'Furret', 'Ledyba', 'Ledian', 'Flaaffy', 'Sudowoodo', 'Aipom', 'Snubbull', 'Granbull', 'Teddiursa', 'Ursaring', 'Miltank', 'Blissey', 'Tyranitar', 'Treecko', 'Grovyle', 'Sceptile', 'Combusken', 'Blaziken', 'Lombre', 'Ludicolo', 'Ralts', 'Kirlia', 'Gardevoir', 'Breloom', 'Slakoth', 'Vigoroth', 'Slaking', 'Whismur', 'Loudred', 'Exploud', 'Makuhita', 'Hariyama', 'Nosepass', 'Sableye', 'Mawile', 'Aggron', 'Plusle', 'Minun', 'Volbeat', 'Illumise', 'Gulpin', 'Swalot', 'Grumpig', 'Spinda', 'Flygon', 'Cacnea', 'Cacturne', 'Zangoose', 'Kecleon', 'Metang', 'Metagross', 'Regirock', 'Regice', 'Registeel', 'Groudon', 'Jirachi', 'Deoxys', 'Cranidos', 'Rampardos', 'Pachirisu', 'Ambipom', 'Munchlax', 'Riolu', 'Lucario', 'Croagunk', 'Toxicroak', 'Lickilicky', 'Rhyperior', 'Gallade', 'Probopass', 'Uxie', 'Mesprit', 'Azelf', 'Victini', 'Pignite', 'Emboar', 'Watchog', 'Audino', 'Timburr', 'Gurdurr', 'Conkeldurr', 'Throh', 'Sawk', 'Reuniclus', 'Eelektross', 'Druddigon', 'Golett', 'Golurk', 'Heatmor', 'Thundurus', 'Zekrom', 'Meloetta', 'Chespin', 'Quilladin', 'Chesnaught', 'Braixen', 'Delphox', 'Diggersby', 'Pancham', 'Pangoro', 'Heliolisk', 'Hawlucha', 'Dedenne', 'Goodra', 'Hoopa', 'Incineroar', 'Gumshoos', 'Crabrawler', 'Crabominable', 'Lycanroc', 'Kommo-o', 'Tapu Koko']"
Thunder Shock,/attackdex-sm/thundershock.shtml,"['Pikachu', 'Raichu', 'Geodude', 'Graveler', 'Golem', 'Magnemite', 'Magneton', 'Voltorb', 'Electrode', 'Electabuzz', 'Jolteon', 'Zapdos', 'Pichu', 'Mareep', 'Flaaffy', 'Ampharos', 'Elekid', 'Raikou', 'Magnezone', 'Electivire', 'Rotom', 'Emolga', 'Klink', 'Klang', 'Klinklang', 'Stunfisk', 'Thundurus', 'Helioptile', 'Dedenne', 'Togedemaru', 'Tapu Koko', 'Xurkitree', 'Meltan', 'Melmetal']"
Thunder Wave,/attackdex-sm/thunderwave.shtml,"['Pikachu', 'Magnemite', 'Magneton', 'Electabuzz', 'Jolteon', 'Porygon', 'Zapdos', 'Dratini', 'Dragonair', 'Dragonite', 'Chinchou', 'Lanturn', 'Pichu', 'Mareep', 'Flaaffy', 'Ampharos', 'Elekid', 'Nosepass', 'Electrike', 'Manectric', 'Plusle', 'Minun', 'Pachirisu', 'Magnezone', 'Electivire', 'Probopass', 'Rotom', 'Blitzle', 'Zebstrika', 'Joltik', 'Galvantula', 'Tynamo', 'Eelektrik', 'Helioptile', 'Amaura', 'Aurorus', 'Dedenne', 'Xurkitree', 'Meltan', 'Melmetal', 'Rattata', 'Raticate', 'Raichu', 'Clefairy', 'Clefable', 'Jigglypuff', 'Wigglytuff', 'Abra', 'Kadabra', 'Alakazam', 'Slowpoke', 'Slowbro', 'Drowzee', 'Hypno', 'Voltorb', 'Electrode', 'Chansey', 'Staryu', 'Starmie', 'Mr. Mime', 'Gyarados', 'Mewtwo', 'Mew', 'Cleffa', 'Igglybuff', 'Togepi', 'Togetic', 'Natu', 'Xatu', 'Aipom', 'Murkrow', 'Slowking', 'Misdreavus', 'Girafarig', 'Dunsparce', 'Snubbull', 'Granbull', 'Qwilfish', 'Remoraid', 'Octillery', 'Porygon2', 'Stantler', 'Miltank', 'Blissey', 'Raikou', 'Tyranitar', 'Lugia', 'Ho-Oh', 'Celebi', 'Zigzagoon', 'Linoone', 'Ralts', 'Kirlia', 'Gardevoir', 'Skitty', 'Delcatty', 'Aggron', 'Volbeat', 'Illumise', 'Spoink', 'Grumpig', 'Castform', 'Kecleon', 'Shuppet', 'Banette', 'Chimecho', 'Absol', 'Regirock', 'Regice', 'Registeel', 'Latias', 'Latios', 'Kyogre', 'Groudon', 'Rayquaza', 'Jirachi', 'Deoxys', 'Bidoof', 'Bibarel', 'Shinx', 'Luxio', 'Luxray', 'Ambipom', 'Drifloon', 'Drifblim', 'Buneary', 'Lopunny', 'Mismagius', 'Honchkrow', 'Chingling', 'Mime Jr.', 'Happiny', 'Togekiss', 'Porygon-Z', 'Gallade', 'Froslass', 'Uxie', 'Mesprit', 'Azelf', 'Dialga', 'Palkia', 'Regigigas', 'Giratina', 'Cresselia', 'Darkrai', 'Arceus', 'Victini', 'Watchog', 'Lillipup', 'Herdier', 'Stoutland', 'Purrloin', 'Liepard', 'Munna', 'Musharna', 'Woobat', 'Swoobat', 'Audino', 'Sigilyph', 'Minccino', 'Cinccino', 'Gothita', 'Gothorita', 'Gothitelle', 'Solosis', 'Duosion', 'Reuniclus', 'Deerling', 'Sawsbuck', 'Emolga', 'Ferroseed', 'Ferrothorn', 'Klink', 'Klang', 'Klinklang', 'Eelektross', 'Elgyem', 'Beheeyem', 'Stunfisk', 'Pawniard', 'Bisharp', 'Durant', 'Deino', 'Zweilous', 'Hydreigon', 'Cobalion', 'Thundurus', 'Zekrom', 'Meloetta', 'Genesect', 'Furfrou', 'Espurr', 'Meowstic', 'Heliolisk', 'Klefki', 'Xerneas', 'Hoopa', 'Grubbin', 'Charjabug', 'Vikavolt', 'Morelull', 'Shiinotic', 'Type: Null', 'Silvally', 'Togedemaru', 'Mimikyu', 'Drampa', 'Tapu Koko', 'Solgaleo', 'Lunala', 'Nihilego', 'Necrozma', 'Magearna', 'Zeraora', 'Geodude', 'Graveler', 'Golem']"
Thunderbolt,/attackdex-sm/thunderbolt.shtml,"['Pikachu', 'Raichu', 'Magnemite', 'Magneton', 'Voltorb', 'Electrode', 'Electabuzz', 'Zapdos', 'Elekid', 'Electivire', 'Eelektrik', 'Stunfisk', 'Zekrom', 'Helioptile', 'Vikavolt', 'Xurkitree', 'Rattata', 'Raticate', 'Nidoran♀', 'Nidorina', 'Nidoqueen', 'Nidoran♂', 'Nidorino', 'Nidoking', 'Clefairy', 'Clefable', 'Jigglypuff', 'Wigglytuff', 'Meowth', 'Persian', 'Mankey', 'Primeape', 'Geodude', 'Graveler', 'Golem', 'Grimer', 'Muk', 'Gastly', 'Haunter', 'Gengar', 'Marowak', 'Lickitung', 'Koffing', 'Weezing', 'Rhyhorn', 'Rhydon', 'Chansey', 'Kangaskhan', 'Staryu', 'Starmie', 'Mr. Mime', 'Tauros', 'Gyarados', 'Lapras', 'Jolteon', 'Porygon', 'Snorlax', 'Dratini', 'Dragonair', 'Dragonite', 'Mewtwo', 'Mew', 'Sentret', 'Furret', 'Chinchou', 'Lanturn', 'Pichu', 'Mareep', 'Flaaffy', 'Ampharos', 'Aipom', 'Misdreavus', 'Girafarig', 'Dunsparce', 'Snubbull', 'Granbull', 'Porygon2', 'Stantler', 'Miltank', 'Blissey', 'Raikou', 'Tyranitar', 'Lugia', 'Ho-Oh', 'Zigzagoon', 'Linoone', 'Ralts', 'Kirlia', 'Gardevoir', 'Slakoth', 'Vigoroth', 'Slaking', 'Nosepass', 'Skitty', 'Delcatty', 'Aggron', 'Electrike', 'Manectric', 'Plusle', 'Minun', 'Volbeat', 'Illumise', 'Zangoose', 'Castform', 'Kecleon', 'Shuppet', 'Banette', 'Absol', 'Regirock', 'Regice', 'Registeel', 'Latias', 'Latios', 'Kyogre', 'Groudon', 'Rayquaza', 'Jirachi', 'Deoxys', 'Bidoof', 'Bibarel', 'Shinx', 'Luxio', 'Luxray', 'Cranidos', 'Rampardos', 'Shieldon', 'Bastiodon', 'Pachirisu', 'Ambipom', 'Drifloon', 'Drifblim', 'Buneary', 'Lopunny', 'Mismagius', 'Glameow', 'Purugly', 'Mime Jr.', 'Munchlax', 'Magnezone', 'Lickilicky', 'Rhyperior', 'Magmortar', 'Porygon-Z', 'Gallade', 'Probopass', 'Froslass', 'Rotom', 'Uxie', 'Mesprit', 'Azelf', 'Dialga', 'Palkia', 'Regigigas', 'Giratina', 'Darkrai', 'Arceus', 'Victini', 'Patrat', 'Watchog', 'Lillipup', 'Herdier', 'Stoutland', 'Blitzle', 'Zebstrika', 'Audino', 'Garbodor', 'Minccino', 'Cinccino', 'Gothita', 'Gothorita', 'Gothitelle', 'Emolga', 'Joltik', 'Galvantula', 'Ferroseed', 'Ferrothorn', 'Klink', 'Klang', 'Klinklang', 'Eelektross', 'Elgyem', 'Beheeyem', 'Golurk', 'Thundurus', 'Meloetta', 'Genesect', 'Espurr', 'Meowstic', 'Spritzee', 'Aromatisse', 'Swirlix', 'Slurpuff', 'Inkay', 'Malamar', 'Skrelp', 'Dragalge', 'Heliolisk', 'Amaura', 'Aurorus', 'Dedenne', 'Goomy', 'Sliggoo', 'Goodra', 'Xerneas', 'Hoopa', 'Grubbin', 'Charjabug', 'Oranguru', 'Silvally', 'Togedemaru', 'Mimikyu', 'Drampa', 'Tapu Koko', 'Tapu Lele', 'Solgaleo', 'Lunala', 'Nihilego', 'Magearna', 'Naganadel', 'Zeraora', 'Meltan', 'Melmetal']"
Tickle,/attackdex-sm/tickle.shtml,"['Tangela', 'Omanyte', 'Omastar', 'Aipom', 'Whiscash', 'Ambipom', 'Mime Jr.', 'Tangrowth', 'Minccino', 'Cinccino', 'Gothita', 'Gothorita', 'Gothitelle', 'Tapu Lele', 'Nihilego', 'Pikachu', 'Raichu', 'Clefairy', 'Clefable', 'Oddish', 'Gloom', 'Vileplume', 'Machop', 'Machoke', 'Machamp', 'Bellsprout', 'Weepinbell', 'Victreebel', 'Tentacool', 'Tentacruel', 'Krabby', 'Kingler', 'Lapras', 'Eevee', 'Vaporeon', 'Jolteon', 'Flareon', 'Pichu', 'Cleffa', 'Bellossom', 'Espeon', 'Umbreon', 'Zigzagoon', 'Linoone', 'Lotad', 'Lombre', 'Ludicolo', 'Slakoth', 'Vigoroth', 'Slaking', 'Azurill', 'Skitty', 'Delcatty', 'Mawile', 'Wailmer', 'Wailord', 'Lileep', 'Cradily', 'Feebas', 'Milotic', 'Turtwig', 'Grotle', 'Torterra', 'Cherubi', 'Cherrim', 'Finneon', 'Lumineon', 'Leafeon', 'Glaceon', 'Pansage', 'Simisage', 'Pansear', 'Simisear', 'Panpour', 'Simipour', 'Cottonee', 'Whimsicott', 'Emolga', 'Alomomola', 'Heatmor', 'Binacle', 'Barbaracle', 'Sylveon', 'Pyukumuku', 'Togedemaru']"
Topsy-Turvy,/attackdex-sm/topsy-turvy.shtml,"['Inkay', 'Malamar']"
